h3_cell,raw_violation_count,weighted_violation_count,unique_devices,unique_officers,junction_violation_count,multi_violation_count,repeat_vehicle_violations,unactioned_count,mean_latitude,mean_longitude,mean_road_context_weight,mean_sensitive_landmark_weight,mean_shift_friction_weight,night_violation_count,weekend_violation_count,violations_per_device,junction_share,multi_violation_rate,unactioned_rate,night_share,weekend_share,density_raw,severity_raw,footprint_raw,junction_raw,chronicity_raw,road_context_raw,sensitive_raw,shift_risk_raw,estimated_capacity_loss_pct,density_pct,severity_pct,footprint_pct,junction_pct,chronicity_pct,road_context_pct,shift_risk_pct,capacity_loss_pct_rank,density_points,severity_points,footprint_points,junction_points,chronicity_points,road_context_points,shift_risk_points,cis,observed_congestion_proxy,dominant_police_station,dominant_junction_name,rejection_rate,unactioned_pct,rejection_pct,egs,priority_score,priority_tier,share_00-06,share_06-12,share_12-18,share_18-24,shift_priority_00-06,shift_priority_06-12,shift_priority_12-18,shift_priority_18-24,anomaly_score,is_unusual_pattern,is_emerging_hotspot
8860145b15fffff,1343,792.0,28,25,1343,76,548,194,12.992952217281594,77.55504663375415,1.253536857781087,1.0304542069992555,1.080156366344006,897,342,28.285714285714285,1.0,0.05658972449739389,0.14445271779597915,0.6679076693968726,0.2546537602382725,28.285714285714285,5.166469194312796,0.9839646464646464,1.0,0.40804169769173493,1.253536857781087,1.0304542069992555,0.7214447212290196,32.762730964093095,93.81443298969072,58.891752577319586,51.675257731958766,97.6159793814433,96.3917525773196,3.7371134020618557,85.30927835051546,94.84536082474226,18.762886597938145,7.06701030927835,13.186855670103093,11.713917525773194,9.63917525773196,0.48582474226804123,12.796391752577318,73.6520618556701,639.483540464824,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",0.22561429635145197,68.29896907216495,75.25773195876289,71.08247422680412,72.62422680412371,P0,0.6671630677587491,0.26433358153387937,0.06775874906924795,0.0007446016381236039,48.45220194824635,19.197021977262782,4.920926760368769,0.054076118245810656,-0.068110636250173,False,False
8861892541fffff,2071,1220.0,42,36,0,49,246,356,12.926889774688908,77.67856515045614,1.4092225977788508,1.000072428778368,1.0778126508932881,1343,366,29.047619047619047,0.0,0.023660067600193145,0.17189763399323998,0.6484789956542732,0.17672621921776918,29.047619047619047,5.007174172977281,1.2039754098360655,0.0,0.11878319652341864,1.4092225977788508,1.000072428778368,0.6989388653547494,21.019668128058605,94.0721649484536,46.52061855670103,82.34536082474226,41.68814432989691,66.88144329896907,92.5257731958763,83.11855670103093,76.41752577319588,18.814432989690722,5.582474226804123,14.28865979381443,5.002577319587629,6.688144329896907,12.028350515463918,12.467783505154639,74.87242268041237,419.2853229048069,Bellandur,No Junction,0.1704490584258812,73.58247422680412,62.371134020618555,69.0979381443299,72.56262886597938,P0,0.6484789956542732,0.31385803959439884,0.03766296475132786,0.0,47.05534068904408,22.774364443692225,2.7329237332430667,0.0,-0.0033523563610763363,False,False
8861892283fffff,20,7.0,4,3,0,19,7,5,12.887384870235461,77.7384770025872,1.3,1.0,1.0574999999999999,11,2,1.75,0.0,0.95,0.25,0.55,0.1,1.75,6.976190476190476,1.05,0.0,0.35,1.3,1.0,0.581625,22.53489705729167,28.93041237113402,97.55154639175258,69.71649484536083,41.68814432989691,94.0721649484536,35.56701030927835,76.5463917525773,81.5721649484536,5.786082474226805,11.706185567010309,13.615979381443298,5.002577319587629,9.407216494845361,4.623711340206186,11.481958762886595,61.623711340206185,26.356792109375004,No Police Station,No Junction,0.5,83.8917525773196,94.13659793814433,87.98969072164948,72.1701030927835,P0,0.55,0.4,0.05,0.0,39.69355670103093,28.868041237113403,3.6085051546391753,0.0,-0.20014203047894452,False,False
8861892581fffff,211,131.0,18,18,211,85,15,52,12.938054669668245,77.60188082654028,1.3881516587677725,1.0,1.0111374407582938,68,79,7.277777777777778,1.0,0.4028436018957346,0.24644549763033174,0.3222748815165877,0.3744075829383886,7.277777777777778,6.102362204724409,0.8526717557251908,1.0,0.07109004739336493,1.3881516587677725,1.0,0.32586419891736484,30.799421832533177,70.74742268041237,91.1082474226804,32.603092783505154,97.6159793814433,55.412371134020624,89.43298969072166,46.649484536082475,93.4278350515464,14.149484536082475,10.932989690721648,11.342783505154639,11.713917525773194,5.541237113402063,11.626288659793815,6.997422680412371,72.30412371134021,139.3941684755394,Mico Layout,BTP126 - Dairy Circle,0.15165876777251186,83.11855670103093,53.608247422680414,71.31443298969072,71.90824742268042,P0,0.3222748815165877,0.6113744075829384,0.06635071090047394,0.0,23.174221918209803,43.962862168368595,4.771163336102019,0.0,-0.18111739974014246,False,False
886014582dfffff,528,326.0,18,18,0,186,139,103,13.01710732405303,77.5313176435606,1.3022727272727272,1.0002840909090909,1.0102272727272728,183,138,18.11111111111111,0.0,0.3522727272727273,0.19507575757575757,0.3465909090909091,0.26136363636363635,18.11111111111111,5.868450390189521,1.2337423312883435,0.0,0.26325757575757575,1.3022727272727272,1.0002840909090909,0.35013558884297524,20.317841550617374,89.69072164948454,86.21134020618557,84.02061855670104,41.68814432989691,88.53092783505154,73.71134020618557,50.51546391752577,72.68041237113401,17.93814432989691,10.345360824742269,14.103092783505156,5.002577319587629,8.853092783505154,9.582474226804123,7.577319587628866,73.4020618556701,230.6193219777494,Rajajinagar,No Junction,0.16287878787878787,77.31958762886599,58.11855670103093,69.63917525773196,71.89690721649484,P0,0.3465909090909091,0.4715909090909091,0.18181818181818182,0.0,24.91881443298969,33.90592783505154,13.072164948453608,0.0,-0.11586990871784902,False,False
886189209bfffff,337,191.0,23,25,0,225,75,62,12.927409791944243,77.69485414277713,1.3,1.0166172106824927,1.0698813056379821,213,38,8.304347826086957,0.0,0.6676557863501483,0.18397626112759644,0.6320474777448071,0.11275964391691394,8.304347826086957,5.865885416666667,1.1939790575916231,0.0,0.22255192878338279,1.3,1.0166172106824927,0.6762157807148076,22.70720396847336,73.71134020618557,86.08247422680412,80.9278350515464,41.68814432989691,84.92268041237114,81.95876288659794,82.08762886597938,81.95876288659794,14.742268041237114,10.329896907216494,14.659793814432991,5.002577319587629,8.492268041237114,10.654639175257733,12.313144329896907,76.19458762886599,128.84469770559127,Bellandur,No Junction,0.1394658753709199,75.38659793814433,49.74226804123711,65.12886597938144,71.76829896907216,P0,0.6320474777448071,0.23738872403560832,0.13056379821958458,0.0,45.3609723454373,17.036984918474104,9.370341705160758,0.0,-0.1573456510591713,False,False
8860145a55fffff,2,0.5,2,2,2,1,0,1,12.92834255,77.54608619999999,1.3,1.0,1.0499999999999998,1,1,0.25,1.0,0.5,0.5,0.5,0.5,0.25,7.0,1.0,1.0,0.0,1.3,1.0,0.5249999999999999,42.12541666666667,2.5128865979381443,98.90463917525774,57.53865979381443,97.6159793814433,22.22938144329897,35.56701030927835,71.77835051546391,97.80927835051546,0.5025773195876289,11.86855670103093,13.981314432989688,11.713917525773194,2.222938144329897,4.623711340206186,10.766752577319586,55.67976804123711,6.93875,Banashankari,BTP154 - Itmadu Junction,0.5,95.42525773195877,94.13659793814433,94.90979381443299,71.37177835051546,P0,0.5,0.5,0.0,0.0,35.68588917525773,35.68588917525773,0.0,0.0,-0.1387559294987752,False,False
88618925d1fffff,293,165.5,30,30,293,208,51,45,12.91773794778157,77.596995,1.3209897610921502,1.0005119453924913,1.0370307167235493,143,159,5.516666666666667,1.0,0.7098976109215017,0.15358361774744028,0.4880546075085324,0.5426621160409556,5.516666666666667,5.492215568862275,0.80392749244713,1.0,0.17406143344709898,1.3209897610921502,1.0005119453924913,0.5061276194248039,26.812098292993912,61.08247422680413,75.25773195876289,25.644329896907216,97.6159793814433,77.44845360824742,82.08762886597938,68.04123711340206,88.91752577319588,12.216494845360828,9.030927835051546,10.310567010309278,11.713917525773194,7.744845360824742,10.67139175257732,10.206185567010309,71.89432989690721,96.97386317170587,Jayanagara,"BTP202 - East End Main Road, Jayanagar",0.19795221843003413,70.23195876288659,70.36082474226805,70.28350515463919,71.25,P0,0.4880546075085324,0.3003412969283277,0.21160409556313994,0.0,34.77389078498293,21.399317406143346,15.076791808873722,0.0,-0.13338000555760804,False,False
8861892e39fffff,2053,1208.5,47,44,0,842,333,219,13.000367946507618,77.67704830824835,1.3933024841695079,1.0,1.051680467608378,1057,418,25.71276595744681,0.0,0.41013151485630783,0.10667316122747199,0.5148563078421822,0.20360448124695568,25.71276595744681,5.972096956031567,1.111501861812164,0.0,0.16220165611300535,1.3933024841695079,1.0,0.5414643225825891,21.546558470845614,93.29896907216495,87.5,75.38659793814433,41.68814432989691,75.0,89.81958762886599,74.0979381443299,78.35051546391753,18.65979381443299,10.5,13.836340206185568,5.002577319587629,7.5,11.676546391752579,11.114690721649485,78.28994845360825,366.5765924873928,Mahadevapura,No Junction,0.1768144179249878,57.98969072164949,64.30412371134021,60.51546391752578,71.18015463917526,P0,0.5148563078421822,0.4593278129566488,0.025815879201169022,0.0,36.64755160916135,32.69502475632843,1.837578273685479,0.0,0.04802702640266587,True,True
8860145b51fffff,370,221.0,35,33,263,111,49,45,12.971215759919215,77.56898635967869,1.3,1.028108108108108,1.0487837837837837,197,135,6.314285714285714,0.7108108108108108,0.3,0.12162162162162163,0.5324324324324324,0.36486486486486486,6.314285714285714,5.5,1.0454751131221718,0.7108108108108108,0.13243243243243244,1.3,1.028108108108108,0.5584065010956902,30.83482586856246,65.85051546391753,75.64432989690721,69.20103092783505,88.53092783505154,69.3298969072165,84.02061855670104,75.38659793814433,93.55670103092784,13.170103092783506,9.077319587628864,14.648195876288659,10.623711340206185,6.93298969072165,10.922680412371136,11.30798969072165,76.68298969072166,129.37950693387432,Chamarajpet,BTP048 - Shanthala Junction,0.17027027027027028,63.01546391752577,62.24226804123711,62.70618556701031,71.0922680412371,P0,0.5162162162162162,0.32972972972972975,0.13783783783783785,0.016216216216216217,36.698981610476444,23.441234327110614,9.799204513792143,1.1528475898578991,-0.16227725946338029,False,False
88618925b3fffff,2640,1591.0,69,61,2640,159,604,332,12.958425584326607,77.57724222522349,1.3000568181818182,1.0024242424242424,0.9929924242424243,734,856,23.057971014492754,1.0,0.060227272727272727,0.12575757575757576,0.278030303030303,0.3242424242424242,23.057971014492754,5.104278832530462,1.0153991200502828,1.0,0.2287878787878788,1.3000568181818182,1.0024242424242424,0.2760819846189164,28.184764069534015,92.39690721649485,54.25257731958762,63.53092783505154,97.6159793814433,85.4381443298969,74.87113402061856,40.33505154639175,90.97938144329896,18.479381443298973,6.5103092783505145,13.905927835051546,11.713917525773194,8.54381443298969,9.733247422680412,6.050257731958763,74.9368556701031,397.4794952940476,City Market,BTP104 - Medical College Circle,0.1784090909090909,64.5618556701031,64.5618556701031,64.5618556701031,70.78685567010311,P0,0.27765151515151515,0.4700757575757576,0.2518939393939394,0.0003787878787878788,19.65407772961575,33.27518480552953,17.830779932052486,0.026813202905342087,0.0337106453557513,True,False
8860145b43fffff,9538,6289.0,107,97,9352,358,3293,1583,12.977524121023778,77.57951677119101,1.3000943594044874,1.0727353742923045,1.037214300691969,4296,3012,58.77570093457944,0.9804990564059551,0.037534074229398195,0.1659677081149088,0.45040889075277835,0.3157894736842105,58.77570093457944,4.957575294297508,0.9803625377643505,0.9804990564059551,0.3452505766408052,1.3000943594044874,1.0727353742923045,0.46717054264758845,30.360488308400278,98.84020618556701,15.850515463917525,50.9020618556701,93.68556701030928,93.81443298969072,90.20618556701031,64.0463917525773,93.04123711340206,19.768041237113405,1.9020618556701028,12.954896907216492,11.242268041237114,9.381443298969073,11.726804123711341,9.606958762886595,76.58247422680412,1157.6480858795705,Upparpet,BTP044 - Sagar Theatre Junction,0.1260222268819459,71.90721649484536,45.48969072164948,61.34020618556701,70.48556701030928,P0,0.45040889075277835,0.4922415600754875,0.05734954917173411,0.0,31.74732605119403,34.69592546795996,4.042315491155292,0.0,0.19254800908618064,True,False
8860145829fffff,403,252.0,17,17,0,210,117,59,13.007910319602978,77.52674270595534,1.305210918114144,1.053970223325062,1.0168734491315135,148,98,14.823529411764707,0.0,0.5210918114143921,0.14640198511166252,0.36724565756823824,0.24317617866004962,14.823529411764707,6.334183673469388,1.4577380952380954,0.0,0.2903225806451613,1.305210918114144,1.053970223325062,0.37344235848998514,27.635627063524833,86.98453608247422,93.81443298969072,90.07731958762886,41.68814432989691,90.85051546391753,88.91752577319588,52.70618556701031,90.20618556701031,17.396907216494846,11.257731958762886,16.225515463917525,5.002577319587629,9.085051546391753,11.559278350515465,7.905927835051546,78.43298969072166,258.607581119778,Rajajinagar,No Junction,0.11910669975186104,68.81443298969072,43.04123711340206,58.505154639175245,70.46185567010309,P0,0.36724565756823824,0.5012406947890818,0.1315136476426799,0.0,25.876810519045307,35.31834949221048,9.266695658847304,0.0,-0.15841476983286606,False,False
8861892e2bfffff,3543,1979.0,62,63,0,946,1009,535,13.008238073758346,77.69488026671021,1.3000423370025402,1.005927180355631,1.0692915608241602,2316,1164,31.919354838709676,0.0,0.26700536268698843,0.1510019757267852,0.6536833192209992,0.3285351397121084,31.919354838709676,5.691433211530653,0.9022991409802931,0.0,0.2847869037538809,1.3000423370025402,1.005927180355631,0.69897805669454,16.615255317305863,94.84536082474226,83.24742268041237,41.108247422680414,41.68814432989691,90.20618556701031,78.47938144329896,83.24742268041237,54.89690721649485,18.969072164948454,9.989690721649485,8.640463917525773,5.002577319587629,9.02061855670103,10.202319587628866,12.487113402061855,74.31185567010309,364.19845650837306,K.R. Pura,No Junction,0.15946937623482924,69.84536082474226,56.829896907216494,64.63917525773195,70.44278350515464,P0,0.529212531752752,0.24188540784645782,0.10443127293254305,0.12447078746824725,37.27920380247388,17.03908141798406,7.356429550354846,8.768068734341856,0.03898871367896162,True,False
8861892447fffff,460,280.5,3,3,0,2,198,66,12.882720576244903,77.64311444314136,1.3078260869565217,1.0,1.0917391304347825,342,134,93.5,0.0,0.004347826086956522,0.14347826086956522,0.7434782608695653,0.29130434782608694,93.5,4.99288256227758,1.707843137254902,0.0,0.43043478260869567,1.3078260869565217,1.0,0.8116843100189036,28.74268414750034,99.61340206185567,19.587628865979383,94.20103092783505,41.68814432989691,96.64948453608247,78.73711340206185,88.14432989690721,91.3659793814433,19.922680412371136,2.350515463917526,16.70103092783505,5.002577319587629,9.664948453608247,10.235824742268042,13.221649484536082,77.09922680412372,1889.0500297828753,Hulimavu,No Junction,0.13695652173913042,68.1701030927835,48.840206185567006,60.43814432989691,70.434793814433,P0,0.7434782608695653,0.11739130434782609,0.1391304347826087,0.0,52.36673800986105,8.268432317346482,9.79962348722546,0.0,-0.14587912221621446,False,False
8860145a61fffff,65,38.5,6,6,60,0,18,23,12.946746186153845,77.56706384615384,1.3,1.0,1.0215384615384615,24,35,6.416666666666667,0.9230769230769231,0.0,0.35384615384615387,0.36923076923076925,0.5384615384615384,6.416666666666667,5.0,1.2857142857142858,0.9230769230769231,0.27692307692307694,1.3,1.0,0.37718343195266274,35.02100591715977,66.49484536082474,33.118556701030926,86.34020618556701,91.23711340206185,89.69072164948454,35.56701030927835,53.09278350515464,95.23195876288659,13.29896907216495,3.974226804123711,16.341494845360824,10.948453608247421,8.969072164948455,4.623711340206186,7.963917525773196,66.11984536082474,142.0220414201184,Basavanagudi,BTP215 - Vanivillas Junction,0.15384615384615385,91.3659793814433,54.1881443298969,76.49484536082474,70.26984536082475,P0,0.36923076923076925,0.5846153846153846,0.046153846153846156,0.0,25.945789056304523,41.08083267248216,3.2432236320380654,0.0,-0.1680526787485368,False,False
8861892441fffff,353,212.5,7,7,0,3,137,45,12.87579560368272,77.64784124815864,1.3021246458923514,1.0,1.0770538243626062,237,140,30.357142857142858,0.0,0.0084985835694051,0.1274787535410765,0.6713881019830028,0.39660056657223797,30.357142857142858,5.0,1.7230588235294118,0.0,0.3881019830028329,1.3021246458923514,1.0,0.7231211228723446,28.002774654614456,94.20103092783505,33.118556701030926,94.3298969072165,41.68814432989691,95.36082474226805,73.19587628865979,86.5979381443299,90.59278350515464,18.84020618556701,3.974226804123711,16.6430412371134,5.002577319587629,9.536082474226806,9.515463917525773,12.989690721649485,76.50128865979381,586.8125158327949,Hulimavu,No Junction,0.1529745042492918,64.81958762886599,53.865979381443296,60.438144329896915,70.07603092783506,P0,0.6713881019830028,0.18413597733711048,0.14447592067988668,0.0,47.04821339914139,12.90351844280249,10.124299085891185,0.0,-0.14251497499662819,False,False
8860145b5bfffff,166,102.5,30,29,160,52,25,30,12.962072783538456,77.56444110554408,1.2936746987951808,1.008433734939759,1.0771084337349397,110,71,3.4166666666666665,0.963855421686747,0.3132530120481928,0.18072289156626506,0.6626506024096386,0.42771084337349397,3.4166666666666665,5.835664335664336,1.1551219512195123,0.963855421686747,0.15060240963855423,1.2936746987951808,1.008433734939759,0.7137465524749601,42.961637518540705,49.097938144329895,85.82474226804123,78.09278350515464,92.91237113402062,73.32474226804123,76.28865979381443,84.40721649484536,98.06701030927834,9.81958762886598,10.298969072164947,15.85438144329897,11.149484536082474,7.332474226804123,9.917525773195877,12.661082474226804,77.03350515463917,101.12285148824215,Chamarajpet,"BTP089 - Police Quarters, Sultan Road",0.10240963855421686,75.12886597938144,36.08247422680412,59.51030927835051,70.02422680412371,P0,0.6626506024096386,0.2289156626506024,0.10843373493975904,0.0,46.40159607502174,16.029642280462053,7.592988448639921,0.0,-0.11260991336976839,False,False
